arrive_or_depart,schedule,airline,flight_number,gate,terminal
A,2018-06-01T09:10:00,Southwest Airlines,855,C18,4
D,2018-06-01T09:10:00,American Airlines,296,B13,4
A,2018-06-01T09:11:00,American Airlines,586,A10,4
A,2018-06-01T09:11:00,American Airlines,5844,B18,4
D,2018-06-01T09:11:00,American Airlines,406,B24,4
A,2018-06-01T09:13:00,American Airlines,5882,B17,4
A,2018-06-01T09:13:00,Delta Air Lines,1546,19,3
A,2018-06-01T09:14:00,American Airlines,2378,B9,4
A,2018-06-01T09:14:00,American Airlines,1638,A27,4
A,2018-06-02T07:40:00,Southwest Airlines,4489,C19,4
D,2018-06-02T07:40:00,American Airlines,2672,B11,4
D,2018-06-02T07:40:00,American Airlines,5907,B3,4
